NPI|NDC|Units|UnitCost
0000000008|00000000673|2034|219.02
0000000003|00000004091|1001|263.34
0000000002|00000001262|313|338.08
0000000009|00000003609|2511|390.75
0000000009|00000002609|2629|255.82
0000000004|00000001033|1661|146.50
0000000003|00000004199|2537|93.48
0000000001|00000000956|766|30.76
0000000003|00000004902|2993|30.27
0000000001|00000001088|2467|205.23
0000000005|00000003293|2163|182.83
0000000004|00000004745|207|125.10
0000000002|00000003816|61|484.81
0000000007|00000000884|494|292.18
0000000009|00000003333|792|437.94
0000000009|00000003616|1836|216.14
0000000009|00000001772|2074|477.18
0000000010|00000001888|254|243.90
0000000008|00000004981|2228|216.31
0000000008|00000000838|1776|172.99
0000000010|00000000863|1446|145.92
0000000004|00000004486|867|62.87
0000000003|00000003577|959|408.68
0000000005|00000000612|1602|271.70
0000000007|00000003324|2443|345.57
0000000008|00000003432|2439|500.64
0000000003|00000003332|198|197.86
0000000006|00000000882|2579|70.51
0000000009|00000000187|2174|323.14
0000000009|00000000962|566|168.16
0000000007|00000003305|168|219.21
0000000001|00000002432|1095|346.41
0000000007|00000001495|2739|492.60
0000000007|00000001831|244|151.27
0000000010|00000002412|1907|83.66
0000000008|00000000587|1644|140.25
0000000007|00000004016|2577|469.91
0000000005|00000004688|572|267.99
0000000002|00000004702|2513|316.06
0000000010|00000000442|2428|287.17
0000000004|00000002229|1613|70.37
0000000001|00000002793|1331|244.02
0000000003|00000000528|2099|229.71
0000000009|00000001129|39|117.03
0000000009|00000002641|135|93.33
0000000004|00000003198|243|169.86
0000000002|00000002223|1158|437.64
0000000005|00000002837|425|56.80
0000000010|00000000859|812|276.72
0000000002|00000002690|401|100.98
0000000001|00000003255|917|429.15
0000000006|00000002587|1245|382.69
0000000002|00000001179|2571|417.28
0000000001|00000004760|531|387.21
0000000006|00000004965|340|233.39
0000000004|00000001000|253|33.80
0000000002|00000003470|607|18.19
0000000006|00000004520|2812|89.20
0000000003|00000001840|1815|87.39
0000000008|00000004381|883|374.60
0000000008|00000004113|1634|146.43
0000000010|00000000552|1099|490.50
0000000004|00000003144|1083|413.13
0000000004|00000002087|1987|487.28
0000000004|00000004789|1082|29.67
0000000010|00000001350|199|56.72
0000000001|00000003665|2696|435.37
0000000001|00000003465|701|410.03
0000000002|00000001362|299|467.86
0000000003|00000002568|178|289.46
0000000005|00000000780|1508|425.67
0000000010|00000002337|658|142.49
0000000005|00000000828|1063|290.30
0000000004|00000000932|2693|118.93
0000000005|00000004920|1519|327.95
0000000008|00000003785|1199|71.44
0000000007|00000003646|1557|135.63
0000000008|00000004308|941|486.92
0000000006|00000004221|2738|175.18
0000000002|00000000896|143|286.84
0000000007|00000004745|1835|344.61
0000000009|00000003791|530|393.30
0000000003|00000000193|1748|377.65
0000000007|00000000187|345|239.10
0000000010|00000004060|1168|281.45
0000000001|00000001077|2255|315.26
0000000004|00000000526|2776|496.78
0000000010|00000000016|958|236.05
0000000002|00000002994|366|76.57
0000000006|00000002523|1258|225.96
0000000005|00000000417|1496|430.00
0000000004|00000003289|1120|452.32
0000000006|00000003933|2509|116.51
0000000004|00000001485|2798|473.23
0000000001|00000002666|1606|326.25
0000000009|00000001131|1280|467.24
0000000009|00000003389|1995|85.44
0000000005|00000001330|2238|66.05
0000000003|00000003800|2046|151.11
0000000006|00000001787|1822|32.42
0000000005|00000000564|1829|86.61
0000000006|00000001276|374|313.11
0000000005|00000003855|2972|12.90
0000000005|00000001776|2869|462.75
0000000002|00000004837|192|397.08
0000000009|00000001768|449|352.53
0000000003|00000001582|621|382.27
0000000005|00000000290|1531|381.30
0000000003|00000000307|252|350.82
0000000001|00000000432|2248|119.43
0000000003|00000001837|2168|166.53
0000000005|00000004646|630|223.14
0000000007|00000004430|2258|359.35
0000000004|00000003416|967|263.67
0000000009|00000001336|1599|313.95
0000000002|00000004497|1192|233.82
0000000010|00000000525|1244|206.32
0000000003|00000001581|67|312.25
0000000010|00000003301|2670|458.30
0000000008|00000000159|167|108.42
0000000007|00000001176|687|258.02
0000000009|00000003470|821|430.77
0000000003|00000002163|2379|474.78
0000000003|00000001586|106|99.03
0000000003|00000004089|283|181.00
0000000003|00000003409|2425|159.00
0000000004|00000004116|1093|100.12
0000000005|00000003422|487|164.97
0000000007|00000003925|1753|353.43
0000000002|00000002599|1379|134.60
0000000008|00000004636|403|307.12
0000000005|00000002138|303|57.43
0000000006|00000001872|1088|498.35
0000000003|00000003078|1885|150.91
0000000002|00000003205|751|485.73
0000000004|00000003549|2746|215.46
0000000001|00000002609|2247|459.65
0000000007|00000000703|1732|320.32
0000000005|00000000415|2187|367.71
0000000001|00000002698|671|74.41
0000000010|00000000958|922|484.97
0000000004|00000003634|759|358.69
0000000005|00000004777|2916|5.84
0000000010|00000004809|522|172.06
0000000003|00000000578|1941|326.69
0000000010|00000002365|2439|360.23
0000000006|00000002773|315|283.42
0000000007|00000001906|2695|190.96
0000000001|00000001734|571|414.46
0000000010|00000003002|994|207.21
0000000009|00000001384|321|336.13
0000000001|00000003293|2984|393.46
0000000006|00000001089|1774|282.49
0000000005|00000001061|66|453.46
0000000001|00000001418|1268|210.33
0000000003|00000001173|2825|106.15
0000000008|00000001735|2322|182.33
0000000001|00000003957|2471|395.95
0000000006|00000003816|2081|24.11
0000000003|00000004325|2625|60.19
0000000004|00000001853|2201|274.98
0000000008|00000000299|2875|414.20
0000000009|00000004125|1326|328.66
0000000008|00000001235|2631|158.49
0000000002|00000002608|2964|89.08
0000000004|00000001839|2029|459.21
0000000007|00000002769|2173|65.90
0000000007|00000003118|1795|171.46
0000000001|00000002772|1134|90.60
0000000005|00000004213|2174|387.03
0000000008|00000000316|2899|363.18
0000000005|00000001462|0|149.18
0000000003|00000002524|2557|237.21
0000000004|00000000183|1484|254.82
0000000002|00000001302|1555|422.78
0000000003|00000002451|782|13.67
0000000006|00000002004|408|80.25
0000000007|00000003999|1950|72.75
0000000008|00000001495|2020|295.21
0000000005|00000000467|2815|363.72
0000000003|00000004457|537|460.39
0000000007|00000000969|1117|498.95
0000000009|00000001222|1695|416.98
0000000003|00000000124|1204|119.90
0000000009|00000000548|557|277.08
0000000001|00000000140|779|434.81
0000000004|00000004587|1143|237.04
0000000010|00000004429|119|420.19
0000000009|00000002714|1367|179.96
0000000002|00000000105|449|94.44
0000000007|00000002684|2835|283.15
0000000004|00000001261|2015|442.56
0000000004|00000001946|1371|78.06
0000000004|00000000649|2201|352.86
0000000006|00000000436|2057|372.30
0000000009|00000001063|1099|237.27
0000000001|00000003752|2313|211.79
0000000003|00000004593|934|283.63
0000000007|00000000480|74|463.19
0000000005|00000004795|2180|212.57
0000000002|00000003806|1679|233.22
0000000002|00000004182|2519|262.04
0000000005|00000004275|1349|406.42
0000000003|00000004378|1463|328.68
0000000006|00000001152|1935|49.77
0000000002|00000002405|1684|194.43
0000000005|00000003569|489|321.76
0000000007|00000000587|1586|272.57
0000000008|00000001700|2717|221.16
0000000010|00000004951|628|8.47
0000000006|00000001316|1644|67.91
0000000001|00000001037|741|268.25
0000000002|00000001014|2766|165.59
0000000007|00000004939|21|416.78
0000000005|00000003078|1454|296.62
0000000010|00000003813|2953|194.79
0000000003|00000002168|2639|203.39
0000000005|00000003112|2023|160.54
0000000005|00000002207|2799|277.07
0000000002|00000001212|1451|144.17
0000000008|00000000972|1463|7.51
0000000001|00000003256|2452|203.98
0000000008|00000000745|463|82.95
0000000003|00000003381|267|26.93
0000000001|00000000683|1208|233.51
0000000001|00000001298|732|339.27
0000000009|00000002941|1365|291.37
0000000003|00000001415|2914|499.59
0000000009|00000001849|720|266.77
0000000004|00000003469|808|503.60
0000000005|00000003210|1670|88.52
0000000006|00000004704|791|413.87
0000000010|00000002505|2935|367.59
0000000006|00000002734|38|297.66
0000000004|00000003563|81|496.11
0000000001|00000001997|953|45.42
0000000005|00000003746|2396|126.74
0000000003|00000004384|1497|186.18
0000000009|00000003668|1042|486.68
0000000004|00000002575|841|462.18
0000000005|00000004922|1121|202.07
0000000004|00000002559|213|74.56
0000000001|00000002316|945|137.86
0000000010|00000000867|1464|226.14
0000000004|00000003806|461|466.22
0000000006|00000002338|2171|240.29
0000000008|00000000550|725|33.74
0000000002|00000003197|469|463.09
0000000007|00000001587|2628|353.98
0000000006|00000004638|1825|379.11
0000000008|00000004231|661|331.68
0000000002|00000004020|2606|128.33
0000000003|00000003394|546|246.84
0000000001|00000003041|1179|10.56
0000000009|00000004993|1929|68.33
0000000006|00000000713|569|275.42
0000000001|00000004507|878|70.97
0000000009|00000003793|2848|462.35
0000000010|00000004093|2354|224.52
0000000001|00000002995|397|444.82
0000000005|00000000449|665|368.82
0000000003|00000004536|1256|147.49
0000000001|00000001820|1502|275.93
0000000008|00000003300|2653|164.31
0000000004|00000000507|2506|121.55
0000000006|00000001275|2456|214.43
0000000010|00000003139|1249|468.82
0000000009|00000002962|754|464.81
0000000001|00000002087|1230|135.31
0000000005|00000002649|678|313.02
0000000008|00000001382|2183|117.11
0000000008|00000003406|948|349.35
0000000006|00000000865|1086|263.48
0000000007|00000003778|870|37.39
0000000007|00000003563|2118|479.70
0000000008|00000001209|2989|161.80
0000000001|00000001562|1459|407.57
0000000003|00000002984|2309|88.73
0000000008|00000003193|1031|396.10
0000000002|00000001204|2826|187.98
0000000004|00000004198|2744|334.29
0000000002|00000000391|2188|256.39
0000000003|00000004939|625|32.21
0000000004|00000002627|714|485.55
0000000002|00000004050|2207|11.29
0000000010|00000002891|2516|211.77
0000000003|00000003514|2012|374.68
0000000009|00000003472|1428|491.17
0000000001|00000001893|2562|214.97
0000000010|00000004171|2085|192.72
0000000001|00000001219|2680|435.60
0000000004|00000003672|591|138.42
0000000008|00000000038|2191|144.13
0000000001|00000004800|1167|270.81
0000000001|00000004875|1531|308.95
0000000006|00000001596|2091|56.78
0000000010|00000000605|1922|127.08
0000000001|00000001125|2675|491.61
0000000009|00000002751|2856|131.67
0000000003|00000003141|2470|182.08
0000000007|00000000996|779|276.39
0000000008|00000000821|1345|426.21
0000000007|00000000314|1818|325.81
0000000004|00000004863|408|475.04
0000000003|00000000792|180|246.22
0000000001|00000001700|2551|487.88
0000000007|00000002163|410|83.60
0000000003|00000001343|595|32.17
0000000003|00000000659|1460|5.89
0000000001|00000001862|841|458.49
0000000009|00000000277|348|69.82
0000000004|00000003093|1862|35.96
0000000007|00000000260|1854|50.46
0000000006|00000003872|2417|257.40
0000000008|00000004511|1374|420.77
0000000010|00000003928|2170|55.86
0000000007|00000003528|497|348.37
0000000003|00000004599|954|35.55
0000000008|00000003963|1363|485.81
0000000004|00000004040|790|462.16
0000000009|00000004826|1611|476.94
0000000005|00000001939|1312|119.83
0000000006|00000000368|2563|201.44
0000000010|00000001065|2481|19.44
0000000004|00000002460|1191|489.19
0000000005|00000003497|2177|62.22
0000000003|00000003360|1501|88.17
0000000007|00000004901|2774|182.41
0000000004|00000003150|195|341.24
0000000009|00000003456|812|465.55
0000000002|00000001518|413|147.94
0000000005|00000002613|1151|288.49
0000000008|00000003108|392|236.81
0000000001|00000002979|2816|318.58
0000000006|00000004732|2011|438.09
0000000008|00000002744|760|208.65
0000000001|00000001486|2438|409.93
0000000010|00000004691|2410|342.07
0000000007|00000000718|2669|399.59
0000000003|00000002266|2701|283.11
0000000008|00000000993|847|134.61
0000000005|00000002264|813|176.08
0000000007|00000002104|156|303.23
0000000007|00000002479|1200|285.76
0000000001|00000001094|502|132.23
0000000009|00000001413|692|410.93
0000000001|00000000579|2723|234.06
0000000007|00000003416|2225|431.86
0000000005|00000004137|2426|295.10
0000000005|00000004870|12|125.49
0000000005|00000000922|2474|198.90
0000000009|00000002683|581|385.33
0000000002|00000004291|2433|446.98
0000000010|00000004634|1572|323.00
0000000002|00000004794|2025|334.51
0000000010|00000003570|2989|275.31
0000000003|00000002409|1001|236.22
0000000001|00000001452|1963|29.00
0000000010|00000000604|1980|231.24
0000000007|00000000085|1404|176.30
0000000008|00000001904|2645|488.62
0000000006|00000004455|600|361.89
0000000008|00000001993|2693|470.42
0000000004|00000004916|2919|147.30
0000000004|00000004996|1419|169.48
0000000005|00000001596|2918|419.21
0000000003|00000001363|604|469.84
0000000006|00000001472|909|274.65
0000000003|00000004887|2573|80.48
0000000009|00000004207|2557|32.95
0000000006|00000003358|1659|401.78
0000000006|00000002692|443|132.60
0000000004|00000003999|1201|54.35
0000000002|00000004685|1307|185.30
0000000008|00000003943|2453|95.71
0000000008|00000004411|2320|486.51
0000000008|00000004838|1432|252.71
0000000009|00000000937|929|453.42
0000000008|00000002719|2954|24.96
0000000005|00000001995|1614|65.33
0000000005|00000001241|1952|465.07
0000000001|00000002884|2670|279.70
0000000009|00000001762|2299|291.09
0000000001|00000002670|712|387.84
0000000008|00000003156|1025|247.72
0000000001|00000004786|2980|47.20
0000000004|00000001690|1414|192.47
0000000008|00000001724|2337|271.77
0000000006|00000004939|1962|423.97
0000000001|00000000168|2489|453.75
0000000007|00000001932|2847|88.46
0000000003|00000001611|550|446.68
0000000001|00000004214|2167|360.50
0000000008|00000003100|2353|396.04
0000000009|00000001374|1405|488.89
0000000007|00000000885|2449|500.58
0000000005|00000002547|1775|38.33
0000000009|00000002415|2004|440.79
0000000007|00000000018|1266|122.98
0000000006|00000000628|2637|336.00
0000000008|00000004843|2012|208.75
0000000001|00000001013|987|201.43
0000000001|00000002343|289|409.98
0000000003|00000004997|2322|379.57
0000000002|00000001181|1911|502.39
0000000001|00000003604|596|97.85
0000000006|00000004559|2840|148.96
0000000003|00000002436|309|123.98
0000000001|00000001626|1482|145.45
0000000006|00000003437|2624|385.80
0000000008|00000002681|2300|61.76
0000000004|00000000688|139|74.69
0000000005|00000001865|278|365.01
0000000007|00000000534|2263|413.82
0000000004|00000004756|245|20.49
0000000003|00000003663|2523|471.06
0000000001|00000004225|2194|288.84
0000000002|00000000078|111|422.44
0000000004|00000000629|1660|41.06
0000000002|00000001762|1844|440.15
0000000010|00000004655|885|432.02
0000000001|00000000597|730|179.38
0000000006|00000000028|1539|211.24
0000000004|00000002766|1255|124.76
0000000006|00000000326|1791|435.45
0000000004|00000003178|2024|22.67
0000000002|00000004166|615|9.52
0000000004|00000000226|1388|39.86
0000000003|00000003156|398|105.41
0000000009|00000002167|1235|238.42
0000000002|00000004348|2418|249.04
0000000001|00000003345|2247|267.00
0000000004|00000001452|2586|307.32
0000000006|00000002207|1530|483.27
0000000009|00000001041|2983|474.99
0000000001|00000001036|1006|90.92
0000000007|00000002840|2225|421.14
0000000010|00000001092|209|60.35
0000000008|00000000817|2024|55.77
0000000004|00000004668|267|216.49
0000000002|00000003915|1402|301.58
0000000004|00000003814|2499|439.40
0000000006|00000002096|980|232.90
0000000003|00000000569|2646|305.46
0000000004|00000004666|1547|316.38
0000000002|00000003996|1602|213.67
0000000009|00000002816|2782|136.07
0000000008|00000004751|881|373.16
0000000008|00000004043|212|42.21
0000000009|00000000415|1430|391.41
0000000008|00000003595|3|26.28
0000000010|00000001345|863|9.27
0000000008|00000000964|1975|434.86
0000000002|00000004813|957|282.08
0000000003|00000003484|2710|75.27
0000000009|00000001547|1256|386.75
0000000004|00000000813|2684|275.02
0000000005|00000002539|1803|274.71
0000000001|00000004529|509|132.96
0000000009|00000004141|187|207.66
0000000002|00000001615|850|262.25
0000000008|00000000872|2642|323.94
0000000004|00000004457|1367|24.02
0000000004|00000000222|1111|139.54
0000000002|00000004900|1447|492.27
0000000010|00000001027|2668|88.65
0000000003|00000003102|1256|58.19
0000000008|00000004515|97|152.67
0000000007|00000000206|2816|63.91
